interaction_id,data_chamada,cliente_id,canal,motivo,submotivo,duracao_segundos,satisfacao,agente,duracao_minutos,ano_mes,chamada_longa
1562,2025-09-06 03:48:02.330166,65524,WHATSAPP,SUPORTE TECNICO,SEM SINAL,990,5,PAULO ROCHA,16.5,2025-09,True
1563,2025-11-02 03:09:02.330166,39794,CHAT,CANCELAMENTO,VALOR ALTO,381,3,ANA SILVA,6.35,2025-11,False
1564,2025-11-08 06:45:02.330166,37769,CHAT,INFORMACOES,PLANO,1327,1,JOAO SANTOS,22.12,2025-11,True
1565,2025-11-22 17:31:02.330166,83307,WHATSAPP,INFORMACOES,PLANO,1783,1,PAULO ROCHA,29.72,2025-11,True
1566,2025-08-22 00:17:02.330166,95550,WHATSAPP,INFORMACOES,PROMOCAO,889,4,JOAO SANTOS,14.82,2025-08,True
1567,2025-10-21 17:11:02.330166,65603,VOZ,FATURAMENTO,VALOR INDEVIDO,612,1,ANA SILVA,10.2,2025-10,True
1568,2025-10-13 19:19:02.330166,53970,VOZ,FATURAMENTO,VALOR INDEVIDO,550,3,JOAO SANTOS,9.17,2025-10,False
1569,2025-08-03 13:47:02.330166,88264,VOZ,FATURAMENTO,BOLETO,1609,3,JOAO SANTOS,26.82,2025-08,True
1570,2025-12-12 03:41:02.330166,14242,VOZ,SUPORTE TECNICO,INSTABILIDADE,611,1,FERNANDA COSTA,10.18,2025-12,True
1571,2025-12-22 14:00:02.330166,73413,VOZ,FATURAMENTO,2ª VIA,158,3,ANA SILVA,2.63,2025-12,False
1572,2025-12-21 12:00:02.330166,56746,CHAT,CANCELAMENTO,DESISTENCIA,875,5,JOAO SANTOS,14.58,2025-12,True
1573,2025-11-05 02:31:02.330166,56640,VOZ,CANCELAMENTO,VALOR ALTO,1499,1,MARIA OLIVEIRA,24.98,2025-11,True
1574,2025-09-25 16:07:02.330166,23238,WHATSAPP,INFORMACOES,COBERTURA,1713,2,ANA SILVA,28.55,2025-09,True
1575,2025-10-10 17:47:02.330166,14903,CHAT,INFORMACOES,PROMOCAO,390,2,PAULO ROCHA,6.5,2025-10,False
1576,2025-12-04 03:27:02.330166,92044,VOZ,INFORMACOES,PLANO,1531,2,JOAO SANTOS,25.52,2025-12,True
1577,2025-07-25 07:34:02.330166,75748,WHATSAPP,SUPORTE TECNICO,INSTABILIDADE,1552,5,PAULO ROCHA,25.87,2025-07,True
1578,2025-11-15 23:12:02.330166,27196,CHAT,CANCELAMENTO,VALOR ALTO,655,3,FERNANDA COSTA,10.92,2025-11,True
1579,2025-12-05 03:23:02.330166,99505,CHAT,INFORMACOES,PLANO,549,2,FERNANDA COSTA,9.15,2025-12,False
1580,2025-10-07 04:46:02.330166,92285,CHAT,FATURAMENTO,BOLETO,259,1,JOAO SANTOS,4.32,2025-10,False
1581,2025-09-24 19:43:02.330166,22335,CHAT,CANCELAMENTO,DESISTENCIA,702,2,MARIA OLIVEIRA,11.7,2025-09,True
1582,2025-08-15 23:48:02.330166,85564,CHAT,SUPORTE TECNICO,SEM SINAL,783,1,ANA SILVA,13.05,2025-08,True
1583,2025-11-13 12:36:02.330166,70390,CHAT,SUPORTE TECNICO,INSTABILIDADE,1029,3,CARLOS LIMA,17.15,2025-11,True
1584,2025-12-19 21:17:02.330166,84545,CHAT,SUPORTE TECNICO,SEM SINAL,141,3,MARIA OLIVEIRA,2.35,2025-12,False
1585,2025-11-29 00:14:02.330166,91223,WHATSAPP,INFORMACOES,PROMOCAO,324,4,MARIA OLIVEIRA,5.4,2025-11,False
1586,2025-07-11 04:43:02.330166,99417,CHAT,CANCELAMENTO,VALOR ALTO,1096,4,MARIA OLIVEIRA,18.27,2025-07,True
1587,2025-12-20 22:24:02.330166,94392,VOZ,FATURAMENTO,2ª VIA,1577,2,PAULO ROCHA,26.28,2025-12,True
1588,2025-11-28 07:01:02.330166,23801,CHAT,FATURAMENTO,BOLETO,829,2,FERNANDA COSTA,13.82,2025-11,True
1589,2025-08-05 14:28:02.330166,60885,CHAT,INFORMACOES,PLANO,1430,1,MARIA OLIVEIRA,23.83,2025-08,True
1590,2025-10-20 23:00:02.330166,80138,CHAT,INFORMACOES,PROMOCAO,283,1,JOAO SANTOS,4.72,2025-10,False
1591,2025-11-12 20:20:02.330166,66769,VOZ,FATURAMENTO,VALOR INDEVIDO,882,3,ANA SILVA,14.7,2025-11,True
1592,2025-10-14 00:28:02.330166,73739,VOZ,CANCELAMENTO,VALOR ALTO,1498,4,ANA SILVA,24.97,2025-10,True
1593,2025-07-02 23:12:02.330166,81444,VOZ,CANCELAMENTO,VALOR ALTO,1022,2,PAULO ROCHA,17.03,2025-07,True
1594,2025-10-07 10:28:02.330166,14105,WHATSAPP,SUPORTE TECNICO,LENTIDAO,1645,4,ANA SILVA,27.42,2025-10,True
1595,2025-12-21 03:20:02.330166,72050,VOZ,CANCELAMENTO,VALOR ALTO,170,2,ANA SILVA,2.83,2025-12,False
1596,2025-08-10 21:15:02.330166,93320,VOZ,INFORMACOES,PROMOCAO,231,2,ANA SILVA,3.85,2025-08,False
1597,2025-07-10 20:56:02.330166,49103,WHATSAPP,CANCELAMENTO,VALOR ALTO,984,4,FERNANDA COSTA,16.4,2025-07,True
1598,2025-12-05 13:50:02.330166,44006,VOZ,SUPORTE TECNICO,INSTABILIDADE,1760,1,ANA SILVA,29.33,2025-12,True
1599,2025-12-18 08:57:02.330166,48915,VOZ,INFORMACOES,PROMOCAO,466,3,CARLOS LIMA,7.77,2025-12,False
1600,2025-10-01 11:36:02.330166,31061,WHATSAPP,INFORMACOES,PROMOCAO,954,3,PAULO ROCHA,15.9,2025-10,True
1601,2025-10-06 02:35:02.330166,88266,VOZ,INFORMACOES,PLANO,219,5,FERNANDA COSTA,3.65,2025-10,False
1602,2025-10-24 21:17:02.330166,51486,VOZ,SUPORTE TECNICO,LENTIDAO,368,4,JOAO SANTOS,6.13,2025-10,False
1603,2025-07-16 16:18:02.330166,98335,CHAT,INFORMACOES,PROMOCAO,598,5,PAULO ROCHA,9.97,2025-07,False
1604,2025-12-14 17:23:02.330166,26478,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,980,5,ANA SILVA,16.33,2025-12,True
1605,2025-11-08 17:59:02.330166,34596,CHAT,FATURAMENTO,BOLETO,1486,5,JOAO SANTOS,24.77,2025-11,True
1606,2025-08-28 08:45:02.330166,37494,VOZ,INFORMACOES,PLANO,1451,5,ANA SILVA,24.18,2025-08,True
1607,2025-06-28 22:41:02.330166,49576,CHAT,CANCELAMENTO,VALOR ALTO,1088,1,PAULO ROCHA,18.13,2025-06,True
1608,2025-09-17 00:14:02.330166,64270,CHAT,INFORMACOES,COBERTURA,780,3,FERNANDA COSTA,13.0,2025-09,True
1609,2025-12-20 07:43:02.330166,54017,VOZ,INFORMACOES,COBERTURA,420,4,CARLOS LIMA,7.0,2025-12,False
1610,2025-10-04 14:58:02.330166,87973,VOZ,CANCELAMENTO,DESISTENCIA,1171,4,CARLOS LIMA,19.52,2025-10,True
1611,2025-10-19 10:24:02.330166,47125,WHATSAPP,CANCELAMENTO,VALOR ALTO,1330,1,ANA SILVA,22.17,2025-10,True
1612,2025-10-22 06:12:02.330166,12153,WHATSAPP,FATURAMENTO,BOLETO,902,1,CARLOS LIMA,15.03,2025-10,True
1613,2025-09-14 20:16:02.330166,75976,WHATSAPP,FATURAMENTO,NA,1710,1,PAULO ROCHA,28.5,2025-09,True
1614,2025-08-03 13:37:02.330166,39213,CHAT,CANCELAMENTO,VALOR ALTO,1189,4,ANA SILVA,19.82,2025-08,True
1615,2025-12-16 00:58:02.330166,26310,CHAT,SUPORTE TECNICO,LENTIDAO,1685,4,CARLOS LIMA,28.08,2025-12,True
1616,2025-12-14 01:11:02.330166,59105,VOZ,INFORMACOES,PLANO,1099,3,MARIA OLIVEIRA,18.32,2025-12,True
1617,2025-11-25 15:20:02.330166,64357,WHATSAPP,CANCELAMENTO,VALOR ALTO,554,1,CARLOS LIMA,9.23,2025-11,False
1618,2025-06-30 18:37:02.330166,30103,CHAT,FATURAMENTO,BOLETO,1781,5,PAULO ROCHA,29.68,2025-06,True
1619,2025-07-27 00:29:02.330166,84997,CHAT,CANCELAMENTO,VALOR ALTO,555,5,CARLOS LIMA,9.25,2025-07,False
1620,2025-10-21 07:31:02.330166,61552,VOZ,SUPORTE TECNICO,INSTABILIDADE,1701,5,CARLOS LIMA,28.35,2025-10,True
1621,2025-09-05 01:41:02.330166,32769,CHAT,SUPORTE TECNICO,NA,711,5,JOAO SANTOS,11.85,2025-09,True
1622,2025-07-14 03:00:02.330166,26558,WHATSAPP,INFORMACOES,PLANO,302,5,CARLOS LIMA,5.03,2025-07,False
1623,2025-12-15 16:53:02.330166,52258,VOZ,CANCELAMENTO,DESISTENCIA,250,1,ANA SILVA,4.17,2025-12,False
1624,2025-10-18 11:37:02.330166,87763,VOZ,INFORMACOES,PLANO,116,5,PAULO ROCHA,1.93,2025-10,False
1625,2025-09-03 14:42:02.330166,13314,WHATSAPP,FATURAMENTO,2ª VIA,1563,2,CARLOS LIMA,26.05,2025-09,True
1626,2025-08-08 15:18:02.330166,95527,VOZ,CANCELAMENTO,DESISTENCIA,668,2,FERNANDA COSTA,11.13,2025-08,True
1627,2025-11-14 23:56:02.330166,59559,CHAT,SUPORTE TECNICO,INSTABILIDADE,1410,1,MARIA OLIVEIRA,23.5,2025-11,True
1628,2025-10-18 05:16:02.330166,13033,WHATSAPP,FATURAMENTO,BOLETO,1246,1,ANA SILVA,20.77,2025-10,True
1629,2025-07-18 07:57:02.330166,24034,VOZ,INFORMACOES,COBERTURA,638,3,JOAO SANTOS,10.63,2025-07,True
1630,2025-09-23 23:20:02.330166,57369,VOZ,FATURAMENTO,BOLETO,860,1,CARLOS LIMA,14.33,2025-09,True
1631,2025-07-09 09:24:02.330166,73768,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,216,2,PAULO ROCHA,3.6,2025-07,False
1632,2025-12-04 23:10:02.330166,51102,WHATSAPP,INFORMACOES,NA,983,2,JOAO SANTOS,16.38,2025-12,True
1633,2025-12-07 12:00:02.330166,33419,WHATSAPP,CANCELAMENTO,DESISTENCIA,1221,5,ANA SILVA,20.35,2025-12,True
1634,2025-08-28 03:04:02.330166,73427,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,1288,5,ANA SILVA,21.47,2025-08,True
1635,2025-11-08 00:28:02.330166,43357,VOZ,SUPORTE TECNICO,INSTABILIDADE,454,5,ANA SILVA,7.57,2025-11,False
1636,2025-09-27 03:47:02.330166,29968,VOZ,FATURAMENTO,2ª VIA,807,1,JOAO SANTOS,13.45,2025-09,True
1637,2025-07-21 05:20:02.330166,38804,VOZ,FATURAMENTO,VALOR INDEVIDO,1550,2,MARIA OLIVEIRA,25.83,2025-07,True
1638,2025-08-01 06:25:02.330166,22054,CHAT,CANCELAMENTO,VALOR ALTO,1510,5,PAULO ROCHA,25.17,2025-08,True
1639,2025-11-08 15:45:02.330166,74985,CHAT,CANCELAMENTO,VALOR ALTO,1109,4,JOAO SANTOS,18.48,2025-11,True
1640,2025-08-01 00:29:02.330166,46842,CHAT,CANCELAMENTO,DESISTENCIA,270,5,FERNANDA COSTA,4.5,2025-08,False
1641,2025-11-17 13:25:02.330166,36978,WHATSAPP,CANCELAMENTO,DESISTENCIA,1059,4,CARLOS LIMA,17.65,2025-11,True
1642,2025-11-08 23:59:02.330166,45608,CHAT,INFORMACOES,COBERTURA,1335,1,FERNANDA COSTA,22.25,2025-11,True
1643,2025-08-01 08:32:02.330166,84336,CHAT,INFORMACOES,PROMOCAO,825,1,CARLOS LIMA,13.75,2025-08,True
1644,2025-12-17 09:56:02.330166,77024,CHAT,SUPORTE TECNICO,SEM SINAL,1261,4,MARIA OLIVEIRA,21.02,2025-12,True
1645,2025-07-01 10:45:02.330166,25027,VOZ,CANCELAMENTO,VALOR ALTO,1716,3,CARLOS LIMA,28.6,2025-07,True
1646,2025-08-09 15:45:02.330166,19521,VOZ,SUPORTE TECNICO,LENTIDAO,1405,3,MARIA OLIVEIRA,23.42,2025-08,True
1647,2025-07-18 06:18:02.330166,11262,CHAT,SUPORTE TECNICO,LENTIDAO,1469,1,PAULO ROCHA,24.48,2025-07,True
1648,2025-09-18 17:12:02.330166,84379,CHAT,CANCELAMENTO,NA,536,5,ANA SILVA,8.93,2025-09,False
1649,2025-10-13 13:15:02.330166,37810,WHATSAPP,INFORMACOES,PROMOCAO,505,1,FERNANDA COSTA,8.42,2025-10,False
1650,2025-10-08 11:34:02.330166,94707,CHAT,CANCELAMENTO,DESISTENCIA,1457,4,MARIA OLIVEIRA,24.28,2025-10,True
1651,2025-07-31 21:11:02.330166,16509,CHAT,CANCELAMENTO,DESISTENCIA,1081,1,MARIA OLIVEIRA,18.02,2025-07,True
1652,2025-07-18 14:07:02.330166,69347,VOZ,INFORMACOES,PLANO,1291,3,FERNANDA COSTA,21.52,2025-07,True
1653,2025-10-08 22:20:02.330166,12787,CHAT,INFORMACOES,PLANO,96,5,ANA SILVA,1.6,2025-10,False
1654,2025-07-19 20:33:02.330166,62797,VOZ,INFORMACOES,PROMOCAO,1152,5,ANA SILVA,19.2,2025-07,True
1655,2025-07-08 15:23:02.330166,71589,VOZ,CANCELAMENTO,DESISTENCIA,1759,4,PAULO ROCHA,29.32,2025-07,True
1656,2025-08-22 17:46:02.330166,55327,CHAT,CANCELAMENTO,VALOR ALTO,223,5,MARIA OLIVEIRA,3.72,2025-08,False
1657,2025-07-04 13:36:02.330166,61554,CHAT,INFORMACOES,COBERTURA,1486,4,CARLOS LIMA,24.77,2025-07,True
1658,2025-12-13 16:50:02.330166,90999,VOZ,FATURAMENTO,VALOR INDEVIDO,119,2,ANA SILVA,1.98,2025-12,False
1659,2025-07-15 03:17:02.330166,52317,WHATSAPP,FATURAMENTO,BOLETO,1543,4,JOAO SANTOS,25.72,2025-07,True
1660,2025-07-30 19:08:02.330166,58349,WHATSAPP,SUPORTE TECNICO,SEM SINAL,70,1,MARIA OLIVEIRA,1.17,2025-07,False
1661,2025-07-04 17:40:02.330166,49883,VOZ,FATURAMENTO,BOLETO,600,3,PAULO ROCHA,10.0,2025-07,False
1662,2025-10-31 04:27:02.330166,32326,VOZ,INFORMACOES,PROMOCAO,1254,4,ANA SILVA,20.9,2025-10,True
1663,2025-11-29 21:37:02.330166,29398,WHATSAPP,SUPORTE TECNICO,LENTIDAO,906,4,PAULO ROCHA,15.1,2025-11,True
1664,2025-09-30 01:01:02.330166,41525,WHATSAPP,FATURAMENTO,2ª VIA,1038,4,MARIA OLIVEIRA,17.3,2025-09,True
1665,2025-08-06 02:37:02.330166,22032,CHAT,CANCELAMENTO,VALOR ALTO,1629,3,PAULO ROCHA,27.15,2025-08,True
1666,2025-10-05 16:08:02.330166,41768,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,1385,2,PAULO ROCHA,23.08,2025-10,True
1667,2025-12-19 21:39:02.330166,74828,VOZ,FATURAMENTO,BOLETO,495,1,PAULO ROCHA,8.25,2025-12,False
1668,2025-11-22 00:04:02.330166,60470,VOZ,SUPORTE TECNICO,LENTIDAO,1058,1,MARIA OLIVEIRA,17.63,2025-11,True
1669,2025-11-11 15:26:02.330166,79159,WHATSAPP,SUPORTE TECNICO,INSTABILIDADE,701,3,PAULO ROCHA,11.68,2025-11,True
1670,2025-07-24 00:46:02.330166,76127,VOZ,INFORMACOES,COBERTURA,326,2,MARIA OLIVEIRA,5.43,2025-07,False
1671,2025-11-30 23:40:02.330166,91327,WHATSAPP,INFORMACOES,PROMOCAO,475,4,JOAO SANTOS,7.92,2025-11,False
1672,2025-09-11 00:28:02.330166,31521,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,689,5,PAULO ROCHA,11.48,2025-09,True
1673,2025-09-17 21:53:02.330166,24047,WHATSAPP,FATURAMENTO,BOLETO,285,2,ANA SILVA,4.75,2025-09,False
1674,2025-08-13 13:25:02.330166,13746,CHAT,INFORMACOES,PLANO,1415,5,CARLOS LIMA,23.58,2025-08,True
1675,2025-07-17 12:55:02.330166,82129,VOZ,CANCELAMENTO,VALOR ALTO,785,4,JOAO SANTOS,13.08,2025-07,True
1676,2025-09-25 10:03:02.330166,66472,WHATSAPP,SUPORTE TECNICO,LENTIDAO,743,1,CARLOS LIMA,12.38,2025-09,True
1677,2025-07-13 19:18:02.330166,16440,WHATSAPP,CANCELAMENTO,VALOR ALTO,843,4,JOAO SANTOS,14.05,2025-07,True
1678,2025-09-07 07:20:02.330166,33153,WHATSAPP,CANCELAMENTO,DESISTENCIA,625,5,FERNANDA COSTA,10.42,2025-09,True
1679,2025-09-12 22:13:02.330166,24311,WHATSAPP,INFORMACOES,COBERTURA,162,2,ANA SILVA,2.7,2025-09,False
1680,2025-07-05 16:06:02.330166,14677,WHATSAPP,SUPORTE TECNICO,SEM SINAL,605,2,ANA SILVA,10.08,2025-07,True
1681,2025-08-06 05:23:02.330166,91293,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,1526,4,CARLOS LIMA,25.43,2025-08,True
1682,2025-08-05 00:39:02.330166,45162,CHAT,INFORMACOES,PLANO,481,2,JOAO SANTOS,8.02,2025-08,False
1683,2025-11-01 11:52:02.330166,88159,CHAT,CANCELAMENTO,VALOR ALTO,1562,1,ANA SILVA,26.03,2025-11,True
1684,2025-12-08 06:06:02.330166,91542,CHAT,SUPORTE TECNICO,INSTABILIDADE,1573,3,PAULO ROCHA,26.22,2025-12,True
1685,2025-08-22 08:41:02.330166,99318,VOZ,SUPORTE TECNICO,SEM SINAL,401,2,MARIA OLIVEIRA,6.68,2025-08,False
1686,2025-12-18 04:03:02.330166,11669,WHATSAPP,INFORMACOES,PLANO,1031,4,MARIA OLIVEIRA,17.18,2025-12,True
1687,2025-12-20 09:02:02.330166,44581,VOZ,FATURAMENTO,BOLETO,409,1,FERNANDA COSTA,6.82,2025-12,False
1688,2025-10-10 03:48:02.330166,10131,CHAT,CANCELAMENTO,VALOR ALTO,566,4,ANA SILVA,9.43,2025-10,False
1689,2025-10-07 06:22:02.330166,99135,CHAT,FATURAMENTO,BOLETO,1770,2,FERNANDA COSTA,29.5,2025-10,True
1690,2025-11-14 03:05:02.330166,22308,VOZ,SUPORTE TECNICO,SEM SINAL,683,3,CARLOS LIMA,11.38,2025-11,True
1691,2025-08-28 20:32:02.330166,81527,CHAT,INFORMACOES,COBERTURA,1418,4,MARIA OLIVEIRA,23.63,2025-08,True
1692,2025-06-28 11:11:02.330166,56219,CHAT,CANCELAMENTO,VALOR ALTO,1514,3,FERNANDA COSTA,25.23,2025-06,True
1693,2025-08-14 03:19:02.330166,99887,WHATSAPP,INFORMACOES,PLANO,1551,1,JOAO SANTOS,25.85,2025-08,True
1694,2025-10-24 00:46:02.330166,28564,CHAT,INFORMACOES,PLANO,1079,1,JOAO SANTOS,17.98,2025-10,True
1695,2025-08-02 13:19:02.330166,21701,VOZ,INFORMACOES,PROMOCAO,833,1,MARIA OLIVEIRA,13.88,2025-08,True
1696,2025-07-27 20:19:02.330166,44774,WHATSAPP,INFORMACOES,COBERTURA,774,3,CARLOS LIMA,12.9,2025-07,True
1697,2025-08-21 07:24:02.330166,34978,VOZ,INFORMACOES,PROMOCAO,1246,5,PAULO ROCHA,20.77,2025-08,True
1698,2025-09-12 21:45:02.330166,69641,WHATSAPP,CANCELAMENTO,DESISTENCIA,1683,3,MARIA OLIVEIRA,28.05,2025-09,True
1699,2025-09-24 19:47:02.330166,99853,VOZ,FATURAMENTO,BOLETO,1015,2,FERNANDA COSTA,16.92,2025-09,True
1700,2025-08-20 06:35:02.330166,73809,CHAT,CANCELAMENTO,DESISTENCIA,192,3,ANA SILVA,3.2,2025-08,False
1701,2025-08-04 13:27:02.330166,47095,WHATSAPP,INFORMACOES,PLANO,312,1,CARLOS LIMA,5.2,2025-08,False
1702,2025-09-12 08:03:02.330166,56170,WHATSAPP,CANCELAMENTO,DESISTENCIA,1768,1,ANA SILVA,29.47,2025-09,True
1703,2025-08-28 18:04:02.330166,47128,WHATSAPP,CANCELAMENTO,DESISTENCIA,1422,5,JOAO SANTOS,23.7,2025-08,True
1704,2025-08-14 06:31:02.330166,28696,WHATSAPP,FATURAMENTO,2ª VIA,462,4,FERNANDA COSTA,7.7,2025-08,False
1705,2025-08-04 20:09:02.330166,14212,CHAT,FATURAMENTO,VALOR INDEVIDO,786,2,PAULO ROCHA,13.1,2025-08,True
1706,2025-09-06 15:42:02.330166,22863,CHAT,INFORMACOES,PROMOCAO,678,5,MARIA OLIVEIRA,11.3,2025-09,True
1707,2025-09-13 08:03:02.330166,98987,CHAT,SUPORTE TECNICO,INSTABILIDADE,1707,5,JOAO SANTOS,28.45,2025-09,True
1708,2025-07-20 16:47:02.330166,64566,WHATSAPP,SUPORTE TECNICO,LENTIDAO,468,3,MARIA OLIVEIRA,7.8,2025-07,False
1709,2025-10-07 03:44:02.330166,92355,CHAT,FATURAMENTO,VALOR INDEVIDO,1177,2,CARLOS LIMA,19.62,2025-10,True
1710,2025-07-21 05:32:02.330166,79018,CHAT,INFORMACOES,PLANO,1481,3,FERNANDA COSTA,24.68,2025-07,True
1711,2025-08-29 11:26:02.330166,66055,CHAT,CANCELAMENTO,VALOR ALTO,921,4,CARLOS LIMA,15.35,2025-08,True
1712,2025-06-30 19:23:02.330166,65170,VOZ,FATURAMENTO,2ª VIA,1607,2,FERNANDA COSTA,26.78,2025-06,True
1713,2025-10-09 15:25:02.330166,77135,CHAT,CANCELAMENTO,DESISTENCIA,320,5,FERNANDA COSTA,5.33,2025-10,False
1714,2025-11-10 12:03:02.330166,61466,VOZ,CANCELAMENTO,DESISTENCIA,885,1,CARLOS LIMA,14.75,2025-11,True
1715,2025-07-11 09:49:02.330166,17168,CHAT,INFORMACOES,PLANO,1759,1,MARIA OLIVEIRA,29.32,2025-07,True
1716,2025-10-06 22:24:02.330166,73106,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,738,1,ANA SILVA,12.3,2025-10,True
1717,2025-08-02 07:53:02.330166,77667,VOZ,FATURAMENTO,2ª VIA,1211,4,JOAO SANTOS,20.18,2025-08,True
1718,2025-10-20 10:42:02.330166,30286,CHAT,SUPORTE TECNICO,INSTABILIDADE,1346,3,PAULO ROCHA,22.43,2025-10,True
1719,2025-10-17 12:46:02.330166,36306,VOZ,FATURAMENTO,VALOR INDEVIDO,197,1,JOAO SANTOS,3.28,2025-10,False
1720,2025-07-13 15:09:02.330166,42401,VOZ,FATURAMENTO,2ª VIA,272,4,ANA SILVA,4.53,2025-07,False
1721,2025-07-06 03:06:02.330166,25966,CHAT,INFORMACOES,PROMOCAO,888,4,JOAO SANTOS,14.8,2025-07,True
1722,2025-08-12 09:05:02.330166,90315,WHATSAPP,SUPORTE TECNICO,INSTABILIDADE,959,5,ANA SILVA,15.98,2025-08,True
1723,2025-10-19 19:32:02.330166,12838,VOZ,INFORMACOES,PLANO,350,2,JOAO SANTOS,5.83,2025-10,False
1724,2025-09-21 11:08:02.330166,48015,CHAT,SUPORTE TECNICO,LENTIDAO,1427,1,FERNANDA COSTA,23.78,2025-09,True
1725,2025-10-25 13:10:02.330166,46068,CHAT,INFORMACOES,PROMOCAO,850,1,CARLOS LIMA,14.17,2025-10,True
1726,2025-07-22 23:17:02.330166,13666,CHAT,INFORMACOES,PROMOCAO,996,1,FERNANDA COSTA,16.6,2025-07,True
1727,2025-10-09 16:21:02.330166,49683,VOZ,INFORMACOES,PLANO,1381,5,CARLOS LIMA,23.02,2025-10,True
1728,2025-12-18 06:28:02.330166,28258,CHAT,FATURAMENTO,VALOR INDEVIDO,1540,4,MARIA OLIVEIRA,25.67,2025-12,True
1729,2025-08-30 02:58:02.330166,75619,WHATSAPP,FATURAMENTO,BOLETO,491,3,PAULO ROCHA,8.18,2025-08,False
1730,2025-07-07 10:10:02.330166,32871,WHATSAPP,INFORMACOES,COBERTURA,370,3,PAULO ROCHA,6.17,2025-07,False
1731,2025-11-03 04:37:02.330166,28355,CHAT,CANCELAMENTO,VALOR ALTO,1667,3,CARLOS LIMA,27.78,2025-11,True
1732,2025-09-22 01:27:02.330166,59351,CHAT,FATURAMENTO,2ª VIA,1300,2,FERNANDA COSTA,21.67,2025-09,True
1733,2025-10-31 00:32:02.330166,52477,WHATSAPP,CANCELAMENTO,DESISTENCIA,1249,3,FERNANDA COSTA,20.82,2025-10,True
1734,2025-07-04 04:14:02.330166,13869,WHATSAPP,INFORMACOES,PLANO,385,2,ANA SILVA,6.42,2025-07,False
1735,2025-12-13 01:40:02.330166,99040,CHAT,FATURAMENTO,VALOR INDEVIDO,722,2,PAULO ROCHA,12.03,2025-12,True
1736,2025-12-06 19:12:02.330166,32806,WHATSAPP,SUPORTE TECNICO,SEM SINAL,846,4,ANA SILVA,14.1,2025-12,True
1737,2025-08-10 14:19:02.330166,25004,VOZ,FATURAMENTO,2ª VIA,1794,1,CARLOS LIMA,29.9,2025-08,True
1738,2025-12-11 03:00:02.330166,32815,CHAT,CANCELAMENTO,DESISTENCIA,280,4,CARLOS LIMA,4.67,2025-12,False
1739,2025-10-08 10:49:02.330166,82937,VOZ,SUPORTE TECNICO,INSTABILIDADE,460,3,CARLOS LIMA,7.67,2025-10,False
1740,2025-08-17 01:53:02.330166,39556,VOZ,INFORMACOES,COBERTURA,1579,2,CARLOS LIMA,26.32,2025-08,True
1741,2025-10-09 23:13:02.330166,13177,WHATSAPP,SUPORTE TECNICO,SEM SINAL,1429,1,JOAO SANTOS,23.82,2025-10,True
1742,2025-12-05 14:47:02.330166,10686,CHAT,FATURAMENTO,BOLETO,1645,4,FERNANDA COSTA,27.42,2025-12,True
1743,2025-07-29 17:33:02.330166,99438,WHATSAPP,FATURAMENTO,VALOR INDEVIDO,1551,5,CARLOS LIMA,25.85,2025-07,True
1744,2025-10-07 19:56:02.330166,72093,WHATSAPP,SUPORTE TECNICO,SEM SINAL,781,3,FERNANDA COSTA,13.02,2025-10,True
1745,2025-09-13 21:26:02.330166,66034,WHATSAPP,SUPORTE TECNICO,SEM SINAL,830,1,FERNANDA COSTA,13.83,2025-09,True
1746,2025-11-15 10:15:02.330166,77796,CHAT,FATURAMENTO,BOLETO,266,1,CARLOS LIMA,4.43,2025-11,False
1747,2025-10-13 11:53:02.330166,80849,CHAT,SUPORTE TECNICO,SEM SINAL,106,2,MARIA OLIVEIRA,1.77,2025-10,False
1748,2025-11-01 00:35:02.330166,56911,VOZ,CANCELAMENTO,VALOR ALTO,383,3,ANA SILVA,6.38,2025-11,False
1749,2025-12-12 15:05:02.330166,90117,WHATSAPP,SUPORTE TECNICO,INSTABILIDADE,699,4,FERNANDA COSTA,11.65,2025-12,True
1750,2025-10-30 23:27:02.330166,24532,WHATSAPP,FATURAMENTO,2ª VIA,1024,3,PAULO ROCHA,17.07,2025-10,True
1751,2025-08-26 12:53:02.330166,65234,CHAT,FATURAMENTO,BOLETO,470,3,ANA SILVA,7.83,2025-08,False
1752,2025-10-03 14:12:02.330166,53202,WHATSAPP,SUPORTE TECNICO,SEM SINAL,187,2,CARLOS LIMA,3.12,2025-10,False
1753,2025-12-07 15:00:02.330166,89954,WHATSAPP,FATURAMENTO,2ª VIA,1770,1,MARIA OLIVEIRA,29.5,2025-12,True
1754,2025-10-12 21:17:02.330166,90272,VOZ,FATURAMENTO,VALOR INDEVIDO,1189,4,JOAO SANTOS,19.82,2025-10,True
1755,2025-07-14 22:36:02.330166,14666,CHAT,CANCELAMENTO,DESISTENCIA,1099,2,PAULO ROCHA,18.32,2025-07,True
1756,2025-09-20 22:35:02.330166,49769,VOZ,CANCELAMENTO,VALOR ALTO,103,1,ANA SILVA,1.72,2025-09,False
